path,raw_whisper,status
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(19).wav,නවතින්න ඔයාගෙ කාරෙන්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(63).wav,තෙක්කට් තොයන්ටු රායි,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(7).wav,නවතින්න ආය කරන් පොසිෂ,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(26).wav,ටේක්ට්ටේන්ටුලෙහි අ ද,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(42).wav,ඉස්සරහටය අන්ස්රේට්ල,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(72).wav,ඉස්සොරහට යන්නස්ස්රේ,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(27).wav,කිටිමසට යන්න ස්නේට් �,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(18).wav,අඳ ඔය ඉස්සර හට අන්න ස්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(5).wav,ත්ටුන්ටු රැය්ට් ඔයා ද,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(16).wav,රැයිට ඔර් දැන් ඉන් පොෂ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(64).wav,ටේක්කට අරටු රයිට් ඔයි,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(45).wav,පෙටි පස්තට යන්න ස්රැ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(28).wav,ටෙක ටර්න්ටු රයිත් ඔයා,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(67).wav,ඔයා දැඟින්න පොෂිෂ්යන,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(1).wav,ඉස්ස රහට යන්න ස්ට්රේ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(76).wav,පිටිපසරයන් ස්ටියට ල�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(5).wav,ටේක්ක් ට්න්ටු ලෙව්ට්,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(23).wav,තේකත් ඤාන් චුදලැස් ටො,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(27).wav,ඉස්සරහට යන්න ස්රේට්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(70).wav,පිටිපස්සට යන්න ස්ට්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(21).wav,පිටුපස්රයන්න ස්රේට�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(22).wav,ත්ටික ත්තිත් ත්තු ලෙව,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(24).wav,නවතින්න ඔයාගේ කරන් පස,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(16).wav,ත්ටෙක ටෙයන්ටු ලේව් ඔය,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(60).wav,ගෙයික තොන්තු ලෙව්ට් ඔ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(13).wav,චෙක ත්ර්න්ට් ලැව්ට් ඔ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(7).wav,ටෙකට් ටෙන්ටු ලෙව්ට් ඔ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(68).wav,පිටිපස්සටයාන්නේ ස්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(35).wav,ඉස්සරහටයන්න ඉස්ස්රේ,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(45).wav,තේක ටාල් ටුල්ලේ්ට් ඔය,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(46).wav,ඉස්සරහට යන්න ස්ටවේට �,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(33).wav,ත්ක තොන්තු රායිට ඔය දැ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(74).wav,නවතින්න ඔවාගේ කරන් ප්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(28).wav,නවතින්න ඔයාගේ කරන් පො,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(39).wav,පිටිපස් සට යන්නා ස්ර,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(57).wav,නවසින්නැට් යට් කරන්ට,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(18).wav,ත්ත්ත්ත්ලම් තොනාදන්,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(58).wav,වාමට හැරෙන්නෙ වොමිය,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(74).wav,ත්ටික් ඇත්න්ටු ලෙව්ට,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(28).wav,ටයෙක ටන්ටු ලෙප්ට් ඔයා,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(71).wav,ඉස්සරහට යන්න ස්චේට් �,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(12).wav,ටයෙකටනටු ලෙව්ට් ඔයා ද,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(39).wav,ටේක් ට්න්ටු ලෙව්ට ඔයා,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(73).wav,පිටිවසට යන්නස් රේට්ල,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(53).wav,තෙක් කටයෙන්ටු ලෙප්ට ඔ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(3).wav,බිට්පස්ට යනස්රැයට්ල,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(56).wav,ටේක ටොන්න්ටු රායිට් ඔ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(47).wav,ඉස්සරහාට යැනස්ස්ට්ව,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(24).wav,ඉස්රහට යන්ව ස්ටේට් ල�,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(24).wav,පිටිපසටයන්න ස්ටේර්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(14).wav,ඉස්සරහටයර්නව ඉස්ට්ල,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(65).wav,ටේගට් ටවන්ටු ලැව්ට් ප,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(70).wav,ස්ට්පොවායගේ කරන්ටින,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(3).wav,ද්යික තොන්ට ලෙප්ට ඔවා,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(52).wav,පිටිපස්ටය අන්න ස්රේ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(37).wav,ත්කත් තොර්න්ට් රායිට,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(62).wav,ඉස්සරහට යන්න ස්ටියෙ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(40).wav,පිටිබස්තර යන්න ස්ටි�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(42).wav,තෙක තොර්න්ට ලෑව්ට ආ දැ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(38).wav,නවතින්නෝ යාගේ කරන්පො,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(31).wav,ඉස්සරහට යන්නේ ස්ටේට�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(15).wav,පිද පස්සට යන්නස් රේටල,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(34).wav,පිටි පසටයන්නේ ස්ටිල�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(66).wav,ඔයා දැංගෙන්න පොසිෂණන,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(10).wav,ඉස්රාට යන්න ස්රේට්ල�,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(54).wav,ටේක් ටොයන්ටු රයි ඔවා ද,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(40).wav,නවතින්නවාක කරන් පොෂස,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(53).wav,ඔයාගේ කරන්පොස්සනෙක ඉ,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(6).wav,යෙට්වර්තයනස්ට්රේයි,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(8).wav,ඉස්සරාටය යන්ස් රැයිට,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(2).wav,දෙක තොන්තු රයි බැන් ඉන,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(14).wav,තෙක් තොටුරායිත් හෝධ�,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(65).wav,පිටිබසර යන්නෙස් රෙයට,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(76).wav,ඉස්සරාටයෙන්න ස්රේට�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(5).wav,ඉස්සරහට යන්න ඉස්ස්රැ,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(4).wav,ටෙකට් ටොයන්ටු ලැව්ට්,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(9).wav,තෙක ට්න්ටු ලෙව්ට් දැං,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(1).wav,ත්ක ට්න් රැයිට් ඔය දැන,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(25).wav,ඉස්සරහට යන්නස්ට්ලෙන,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(62).wav,ඇටේක් ටොන් රැයිට් වා �,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(31).wav,ත්ට්ට්ටුලේ්ත් පාධ ඉන,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(2).wav,පිටිපස්තර යන්න ස්ටි�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(2).wav,නවතින්නේ ඔගේ කරන් පොස,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(69).wav,ඉස්සරහට යන්නේ ස්රැඩ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(33).wav,තින්නව යාගේ කරන් පොෂෂ,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(46).wav,නව තින්නෝගෙ කරන් පොසි,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(61).wav,නවතින්න ඔයාගේ කරන් පො,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(14).wav,නොතින්නුවාගේ කරන්ප්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(16).wav,ඉස්සරහට ඇන්න ස්රේට්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(15).wav,ත්තුල්ත් වා දැන්යි න�,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(17).wav,පිටි පසටයන් ස්ටිරාය�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(16).wav,නවතින්නවාගේ කරන්පස්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(20).wav,පිට පස්වට යන්නේ ස්චැ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(40).wav,ටේක් ටොටුරායි ටවාධන්,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(40).wav,ස්සරාඩයන්නස්රේරැයි,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(3).wav,ත්ක තොන්ටු රැයි ඔහා දැ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(26).wav,ඉස්සරහට යන්ස්ට්ලායි,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(72).wav,පිටිපස්ටියන්න ස්රේ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(71).wav,ට්ටේකට්න්ටු ලේ දැන්ය,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(38).wav,ට්න්ටු ලෙව්ටු වා දැන�,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(2).wav,ස්සරහටයන්නා ස්ට්ල්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(71).wav,නවතෙන්වා දෙන් කරම්පර,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(11).wav,පිටි පත්සටයාන්නස් ර්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(59).wav,ඉස්ස රහට යන්න ස්චියි�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(2).wav,ලෙපට ඔවා දැන් ඉන්න පොස,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(29).wav,ඉස්සරහට යන්ඩ ස්ර්ර්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(38).wav,ස්රාට යන්නස්රියිට් ල,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(74).wav,කොයා දැංින්න පැසිෂන්,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(54).wav,ත්යෙක තොන්ටු ලෙව්ට් ඔ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(37).wav,ඉස්ස රහට යන්න ස්රේට් �,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(53).wav,නවතින්න ඔාගේ කාරන් පො,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(8).wav,මවත්වෙන්න ඔාගේ කරන් ප,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(49).wav,නවතින්න ඔවායි කරන්ත්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(71).wav,තේකටර් රැයිට එකට ඔයා ඉ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(44).wav,නවතින්න ඔයාගේ කරන් පො,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(30).wav,තෙක් තොයන්ට ලැව්ට ආ දැ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(41).wav,රිවාස්නන්නේ ස්රැට්�,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(35).wav,නවතින්න ඔයගෙ කරන් පොස,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(12).wav,පිටිපස්සටයන්නස්ට්ර,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(65).wav,ඉස්සරහට යංන්ව එස්ට්ර,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(30).wav,ත්ක් තොන්ට රායිට් ආ දැ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(50).wav,ටෙක ටොයන්ටු රැයි දැන්,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(69).wav,පිටිපස්සට යන්න න්ස්ර,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(22).wav,ටෙක ටට්ටු රැයි ඔා දැන්,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(11).wav,ටෙක ටන්ටු ලැව්ට් ඔවා ද,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(75).wav,විස්සරාහට යන්නස් රේට,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(36).wav,ටෙකටට්න්ටු රයිත් වා �,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(73).wav,ටේක්ටට්ටුරයිට ඔහා දැ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(52).wav,ඔයාගේ කරන්ප්ජිෂන් එක,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(24).wav,ත්තිර්තු ලැව්ති ඔයා ද,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(32).wav,ත්ටික ට්ල්ල්වත් දැන්,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(17).wav,නවති නවාගේ කරන් පොස්ච,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(62).wav,ටේක ටන් ලෙව්ට් ඔයාගේ ද,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(29).wav,ටේක් තොන්ටු ලෙව්ට් ඔය,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(28).wav,ඉස්සරාටයන්නස්ට්ලයි,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(58).wav,පිඩිබසරියාන් ශේට්ල�,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(49).wav,පිරිපස්සට යාන්නස්ට්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(31).wav,පිටිපස්සර යන්න ස්ටැ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(44).wav,ත්ත්තුලිස්ටුයිස්ටු,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(27).wav,ත්ක තොන්ට රයිට් ඔය දැන,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(6).wav,ටේක් ටර්න්ටු රැය්ට් ඔ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(14).wav,තෙක තර්න්තු ලැව්ත් ඔය,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(60).wav,ඉස්ස රහටා යන්නස්ට්රේ,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(60).wav,තිටිවසර එයන්න ස්ටිර�,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(7).wav,ට්කට් තොර්ඩ් ඔයා දැන්,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(64).wav,ඉස්සරහට යන්න ස්ට්ලය�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(32).wav,පිටිපසට යන්න ස්ටිර්�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(26).wav,ත්ටේක් ට්න්ටුර්යට් අ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(29).wav,ටේක් ටොන්ටු රැය්ට් ඔය,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(63).wav,ඉස්සරහටයන්න ස්ස්රෙ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(45).wav,රැටැන්ම ස්ට්රෙත්ලය�,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(13).wav,ට්ර්යිත් ඔය දෙන් ඉන් ප,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(6).wav,නවතින්න ඔයයේ කරන් පස්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(68).wav,ඔයාත් දැංයින්න පොෂිෂ,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(19).wav,ටේක තොන්තු ලැප්ත් ඔය ද,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(31).wav,ටේක්ක් ටාන්ටුර්රයි ඔ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(64).wav,නවතින්න ඔයාගේ කරන් පො,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(20).wav,ස්සරහට යන්වන් ස්ට්ය�,Unrecognized_for_forward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(65).wav,නවතින් ඔවාගේ කරන්පෂෂ,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(8).wav,පිතිපසටයන්න ස්ටැයි�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(17).wav,ට්ල්ල්ල්ල්ල්ල් ලාදන,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(49).wav,ටයික ටර්නටුර්යයිත් ඔ,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(29).wav,පිටිපස්තට යන්ඩ ස්රේ�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(71).wav,පිටිපස්ර ඇනස්ර්යිලය,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(53).wav,ඔයාගේ කරන්පොසිෂන් එක,Unrecognized_for_backward
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(73).wav,ඔයා දැංින්න පසිචන්නක,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(68).wav,ටේක්ක් ට්ර්ඬු ලෙව්ට්,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(36).wav,ඉස්සරහට ඇන්නා ස්වේට�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(22).wav,නවතින්න ඔයාගේ කරන් පො,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(17).wav,ත්ක තාන්ටුරායට අදනයි,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(70).wav,තෙයක තොරන්තු ලැෆ්ත ඔය,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(15).wav,ඉස්සරහට යන්නස්රේටලය,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(10).wav,තෙක ටොන්ටු රැයිට් ඔවද,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/forward/forward(30).wav,ඉස්සරහට යන්නා ඉස්රේර,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/left/left(35).wav,ටෙයෙක ටොන්ටු ලෙව්ට් ඔ,Unrecognized_for_left
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/right/right(48).wav,න්නුවාගේ කරන් පොස්ෂන,Unrecognized_for_right
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(14).wav,පිටිවස්සටයන්නේ ස්ට�,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(48).wav,තාන්තුර්වර්ස් ඔයාධැ,Unrecognized_for_stop
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(9).wav,පිටිපස්තට එයන්නස්ට්,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(69).wav,නවතින්න ඔයාගේ කරන් පො,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/stop/stop(72).wav,නවතින්නව ඇකේ කරන්ත්ව,Success_GT_Match
/content/drive/MyDrive/2nd Year Research Data/Preprocessed_Audio/backward/backward(61).wav,ත්ත්ත්,Mapped_stop_for_backward
